checking account status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,employment,Installment,status n sex,Other debtors / guarantors,residence,Property,Age in years,Other installment plans,Housing,existing credits no.,Job,liability responsibles,Telephone,foreign worker,Category
no_checking_account,12,delay_in_paying,repairs,1555,greater_than_1000_DM,greater_than_7_years,4,male_single,none,4,unknown_no_property,55,none,for_free,2,skilled_employee,2,none,yes,1
less_than_0_DM,24,existing_credits_paid_duly,car_new,1285,unknown_no_savings,4_to_7_years,4,female_divorced_separated_married,none,4,unknown_no_property,32,none,rent,1,skilled_employee,1,none,yes,1
greater_than_200_DM,6,critical_account,car_new,1299,less_than_100_DM,1_to_4_years,1,male_single,none,1,real_estate,74,none,own,3,unemployed_unskilled_non_resident,2,none,no,0
greater_than_200_DM,15,critical_account,radio_tv,1271,unknown_no_savings,1_to_4_years,3,male_single,none,4,unknown_no_property,39,none,for_free,2,skilled_employee,1,yes_registered,yes,1
no_checking_account,24,existing_credits_paid_duly,car_new,1393,less_than_100_DM,1_to_4_years,2,male_single,guarantor,2,real_estate,31,none,own,1,skilled_employee,1,yes_registered,yes,0
less_than_0_DM,12,critical_account,car_new,691,less_than_100_DM,greater_than_7_years,4,male_single,none,3,savings_insurance,35,none,own,2,skilled_employee,1,none,yes,1
no_checking_account,15,critical_account,car_new,5045,unknown_no_savings,greater_than_7_years,1,female_divorced_separated_married,none,4,car_other,59,none,own,1,skilled_employee,1,yes_registered,yes,0
less_than_0_DM,18,critical_account,furniture,2124,less_than_100_DM,1_to_4_years,4,female_divorced_separated_married,none,4,real_estate,24,none,rent,2,skilled_employee,1,none,yes,1
less_than_0_DM,12,existing_credits_paid_duly,radio_tv,2214,less_than_100_DM,1_to_4_years,4,male_single,none,3,savings_insurance,24,none,own,1,unskilled_resident,1,none,yes,0
no_checking_account,21,critical_account,car_new,12680,unknown_no_savings,greater_than_7_years,4,male_single,none,4,unknown_no_property,30,none,for_free,1,management_self_employed,1,yes_registered,yes,1
no_checking_account,24,critical_account,car_new,2463,100_to_500_DM,4_to_7_years,4,male_married_widowed,none,3,savings_insurance,27,none,own,2,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,12,existing_credits_paid_duly,radio_tv,1155,less_than_100_DM,greater_than_7_years,3,male_married_widowed,guarantor,3,real_estate,40,bank,own,2,unskilled_resident,1,none,yes,0
less_than_0_DM,30,existing_credits_paid_duly,furniture,3108,less_than_100_DM,less_than_1_year,2,male_divorced_separated,none,4,savings_insurance,31,none,own,1,unskilled_resident,1,none,yes,1
no_checking_account,10,existing_credits_paid_duly,car_used,2901,unknown_no_savings,less_than_1_year,1,female_divorced_separated_married,none,4,real_estate,31,none,rent,1,skilled_employee,1,none,yes,0
0_to_200_DM,12,critical_account,furniture,3617,less_than_100_DM,greater_than_7_years,1,male_single,none,4,car_other,28,none,rent,3,skilled_employee,1,yes_registered,yes,0
no_checking_account,12,critical_account,radio_tv,1655,less_than_100_DM,greater_than_7_years,2,male_single,none,4,real_estate,63,none,own,2,unskilled_resident,1,yes_registered,yes,0
less_than_0_DM,24,existing_credits_paid_duly,car_used,2812,unknown_no_savings,greater_than_7_years,2,female_divorced_separated_married,none,4,real_estate,26,none,rent,1,skilled_employee,1,none,yes,0
less_than_0_DM,36,critical_account,education,8065,less_than_100_DM,1_to_4_years,3,female_divorced_separated_married,none,2,unknown_no_property,25,none,own,2,management_self_employed,1,yes_registered,yes,1
no_checking_account,21,critical_account,car_used,3275,less_than_100_DM,greater_than_7_years,1,male_single,none,4,car_other,36,none,own,1,management_self_employed,1,yes_registered,yes,0
no_checking_account,24,critical_account,radio_tv,2223,100_to_500_DM,greater_than_7_years,4,male_single,none,4,savings_insurance,52,bank,own,2,skilled_employee,1,none,yes,0
greater_than_200_DM,12,critical_account,car_new,1480,500_to_1000_DM,unemployed,2,male_single,none,4,unknown_no_property,66,bank,for_free,3,unemployed_unskilled_non_resident,1,none,yes,0
less_than_0_DM,24,existing_credits_paid_duly,car_new,1371,unknown_no_savings,1_to_4_years,4,female_divorced_separated_married,none,4,real_estate,25,none,rent,1,skilled_employee,1,none,yes,1
no_checking_account,36,critical_account,car_new,3535,less_than_100_DM,4_to_7_years,4,male_single,none,4,car_other,37,none,own,2,skilled_employee,1,yes_registered,yes,0
less_than_0_DM,18,existing_credits_paid_duly,radio_tv,3509,less_than_100_DM,4_to_7_years,4,female_divorced_separated_married,guarantor,1,real_estate,25,none,own,1,skilled_employee,1,none,yes,0
no_checking_account,36,critical_account,car_used,5711,greater_than_1000_DM,greater_than_7_years,4,male_single,none,2,car_other,38,none,own,2,management_self_employed,1,yes_registered,yes,0
0_to_200_DM,18,existing_credits_paid_duly,repairs,3872,less_than_100_DM,unemployed,2,female_divorced_separated_married,none,4,car_other,67,none,own,1,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,39,critical_account,radio_tv,4933,less_than_100_DM,4_to_7_years,2,male_single,guarantor,2,real_estate,25,none,own,2,skilled_employee,1,none,yes,1
no_checking_account,24,critical_account,car_new,1940,greater_than_1000_DM,greater_than_7_years,4,male_single,none,4,real_estate,60,none,own,1,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,12,no_credits_taken,retraining,1410,less_than_100_DM,1_to_4_years,2,male_single,none,2,real_estate,31,none,own,1,unskilled_resident,1,yes_registered,yes,0
0_to_200_DM,12,existing_credits_paid_duly,car_new,836,100_to_500_DM,less_than_1_year,4,female_divorced_separated_married,none,2,savings_insurance,23,bank,own,1,unskilled_resident,1,none,yes,1
0_to_200_DM,20,existing_credits_paid_duly,car_used,6468,unknown_no_savings,unemployed,1,male_divorced_separated,none,4,real_estate,60,none,own,1,management_self_employed,1,yes_registered,yes,0
0_to_200_DM,18,existing_credits_paid_duly,business,1941,greater_than_1000_DM,1_to_4_years,4,male_single,none,2,savings_insurance,35,none,own,1,unskilled_resident,1,yes_registered,yes,0
no_checking_account,22,existing_credits_paid_duly,radio_tv,2675,500_to_1000_DM,greater_than_7_years,3,male_single,none,4,car_other,40,none,own,1,skilled_employee,1,none,yes,0
no_checking_account,48,critical_account,car_used,2751,unknown_no_savings,greater_than_7_years,4,male_single,none,3,car_other,38,none,own,2,skilled_employee,2,yes_registered,yes,0
0_to_200_DM,48,delay_in_paying,education,6224,less_than_100_DM,greater_than_7_years,4,male_single,none,4,unknown_no_property,50,none,for_free,1,skilled_employee,1,none,yes,1
less_than_0_DM,40,critical_account,education,5998,less_than_100_DM,1_to_4_years,4,male_single,none,3,unknown_no_property,27,bank,own,1,skilled_employee,1,yes_registered,yes,1
0_to_200_DM,21,existing_credits_paid_duly,business,1188,less_than_100_DM,greater_than_7_years,2,female_divorced_separated_married,none,4,savings_insurance,39,none,own,1,skilled_employee,2,none,yes,1
no_checking_account,24,existing_credits_paid_duly,car_used,6313,unknown_no_savings,greater_than_7_years,3,male_single,none,4,car_other,41,none,own,1,management_self_employed,2,yes_registered,yes,0
no_checking_account,6,critical_account,furniture,1221,unknown_no_savings,1_to_4_years,1,male_married_widowed,none,2,savings_insurance,27,none,own,2,skilled_employee,1,none,yes,0
greater_than_200_DM,24,existing_credits_paid_duly,furniture,2892,less_than_100_DM,greater_than_7_years,3,male_divorced_separated,none,4,unknown_no_property,51,none,for_free,1,skilled_employee,1,none,yes,0
no_checking_account,24,existing_credits_paid_duly,furniture,3062,500_to_1000_DM,greater_than_7_years,4,male_single,none,3,unknown_no_property,32,none,rent,1,skilled_employee,1,yes_registered,yes,0
no_checking_account,9,existing_credits_paid_duly,furniture,2301,100_to_500_DM,less_than_1_year,2,female_divorced_separated_married,none,4,savings_insurance,22,none,rent,1,skilled_employee,1,none,yes,0
less_than_0_DM,18,existing_credits_paid_duly,car_used,7511,unknown_no_savings,greater_than_7_years,1,male_single,none,4,savings_insurance,51,none,for_free,1,skilled_employee,2,yes_registered,yes,1
no_checking_account,12,critical_account,furniture,1258,less_than_100_DM,less_than_1_year,2,female_divorced_separated_married,none,4,savings_insurance,22,none,rent,2,unskilled_resident,1,none,yes,0
no_checking_account,24,delay_in_paying,car_new,717,unknown_no_savings,greater_than_7_years,4,male_married_widowed,none,4,car_other,54,none,own,2,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,9,existing_credits_paid_duly,car_new,1549,unknown_no_savings,less_than_1_year,4,male_single,none,2,real_estate,35,none,own,1,unemployed_unskilled_non_resident,1,none,yes,0
no_checking_account,24,critical_account,education,1597,less_than_100_DM,greater_than_7_years,4,male_single,none,4,unknown_no_property,54,none,for_free,2,skilled_employee,2,none,yes,0
0_to_200_DM,18,critical_account,radio_tv,1795,less_than_100_DM,greater_than_7_years,3,female_divorced_separated_married,guarantor,4,real_estate,48,bank,rent,2,unskilled_resident,1,yes_registered,yes,0
less_than_0_DM,20,critical_account,furniture,4272,less_than_100_DM,greater_than_7_years,1,female_divorced_separated_married,none,4,savings_insurance,24,none,own,2,skilled_employee,1,none,yes,0
no_checking_account,12,critical_account,radio_tv,976,unknown_no_savings,greater_than_7_years,4,male_single,none,4,car_other,35,none,own,2,skilled_employee,1,none,yes,0
0_to_200_DM,12,existing_credits_paid_duly,car_new,7472,unknown_no_savings,unemployed,1,female_divorced_separated_married,none,2,real_estate,24,none,rent,1,unemployed_unskilled_non_resident,1,none,yes,0
less_than_0_DM,36,existing_credits_paid_duly,car_new,9271,less_than_100_DM,4_to_7_years,2,male_single,none,1,car_other,24,none,own,1,skilled_employee,1,yes_registered,yes,1
0_to_200_DM,6,existing_credits_paid_duly,radio_tv,590,less_than_100_DM,less_than_1_year,3,male_married_widowed,none,3,real_estate,26,none,own,1,unskilled_resident,1,none,no,0
no_checking_account,12,critical_account,radio_tv,930,unknown_no_savings,greater_than_7_years,4,male_single,none,4,real_estate,65,none,own,4,skilled_employee,1,none,yes,0
0_to_200_DM,42,all_credits_paid_duly,car_used,9283,less_than_100_DM,unemployed,1,male_single,none,2,unknown_no_property,55,bank,for_free,1,management_self_employed,1,yes_registered,yes,0
0_to_200_DM,15,no_credits_taken,car_new,1778,less_than_100_DM,less_than_1_year,2,female_divorced_separated_married,none,1,real_estate,26,none,rent,2,unemployed_unskilled_non_resident,1,none,yes,1
0_to_200_DM,8,existing_credits_paid_duly,business,907,less_than_100_DM,less_than_1_year,3,male_married_widowed,none,2,real_estate,26,none,own,1,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,6,existing_credits_paid_duly,radio_tv,484,less_than_100_DM,4_to_7_years,3,male_married_widowed,guarantor,3,real_estate,28,bank,own,1,unskilled_resident,1,none,yes,0
less_than_0_DM,36,critical_account,car_used,9629,less_than_100_DM,4_to_7_years,4,male_single,none,4,car_other,24,none,own,2,skilled_employee,1,yes_registered,yes,1
less_than_0_DM,48,existing_credits_paid_duly,domestic_appliances,3051,less_than_100_DM,1_to_4_years,3,male_single,none,4,car_other,54,none,own,1,skilled_employee,1,none,yes,1
less_than_0_DM,48,existing_credits_paid_duly,car_new,3931,less_than_100_DM,4_to_7_years,4,male_single,none,4,unknown_no_property,46,none,for_free,1,skilled_employee,2,none,yes,1
0_to_200_DM,36,delay_in_paying,car_new,7432,less_than_100_DM,1_to_4_years,2,female_divorced_separated_married,none,2,savings_insurance,54,none,rent,1,skilled_employee,1,none,yes,0
no_checking_account,6,existing_credits_paid_duly,domestic_appliances,1338,500_to_1000_DM,1_to_4_years,1,male_divorced_separated,none,4,real_estate,62,none,own,1,skilled_employee,1,none,yes,0
no_checking_account,6,critical_account,radio_tv,1554,less_than_100_DM,4_to_7_years,1,female_divorced_separated_married,none,2,car_other,24,none,rent,2,skilled_employee,1,yes_registered,yes,0
less_than_0_DM,36,existing_credits_paid_duly,others,15857,less_than_100_DM,unemployed,2,male_divorced_separated,co_applicant,3,car_other,43,none,own,1,management_self_employed,1,none,yes,0
less_than_0_DM,18,existing_credits_paid_duly,radio_tv,1345,less_than_100_DM,1_to_4_years,4,male_married_widowed,none,3,real_estate,26,bank,own,1,skilled_employee,1,none,yes,1
no_checking_account,12,existing_credits_paid_duly,car_new,1101,less_than_100_DM,1_to_4_years,3,male_married_widowed,none,2,real_estate,27,none,own,2,skilled_employee,1,yes_registered,yes,0
greater_than_200_DM,12,existing_credits_paid_duly,radio_tv,3016,less_than_100_DM,1_to_4_years,3,male_married_widowed,none,1,car_other,24,none,own,1,skilled_employee,1,none,yes,0
less_than_0_DM,36,existing_credits_paid_duly,furniture,2712,less_than_100_DM,greater_than_7_years,2,male_single,none,2,savings_insurance,41,bank,own,1,skilled_employee,2,none,yes,1
less_than_0_DM,8,critical_account,car_new,731,less_than_100_DM,greater_than_7_years,4,male_single,none,4,real_estate,47,none,own,2,unskilled_resident,1,none,yes,0
no_checking_account,18,critical_account,furniture,3780,less_than_100_DM,less_than_1_year,3,male_divorced_separated,none,2,car_other,35,none,own,2,management_self_employed,1,yes_registered,yes,0
less_than_0_DM,21,critical_account,car_new,1602,less_than_100_DM,greater_than_7_years,4,male_married_widowed,none,3,car_other,30,none,own,2,skilled_employee,1,yes_registered,yes,0
less_than_0_DM,18,critical_account,car_new,3966,less_than_100_DM,greater_than_7_years,1,female_divorced_separated_married,none,4,real_estate,33,bank,rent,3,skilled_employee,1,yes_registered,yes,1
no_checking_account,18,no_credits_taken,business,4165,less_than_100_DM,1_to_4_years,2,male_single,none,2,car_other,36,stores,own,2,skilled_employee,2,none,yes,1
less_than_0_DM,36,existing_credits_paid_duly,car_used,8335,unknown_no_savings,greater_than_7_years,3,male_single,none,4,unknown_no_property,47,none,for_free,1,skilled_employee,1,none,yes,1
0_to_200_DM,48,delay_in_paying,business,6681,unknown_no_savings,1_to_4_years,4,male_single,none,4,unknown_no_property,38,none,for_free,1,skilled_employee,2,yes_registered,yes,0
no_checking_account,24,delay_in_paying,business,2375,500_to_1000_DM,1_to_4_years,4,male_single,none,2,car_other,44,none,own,2,skilled_employee,2,yes_registered,yes,0
less_than_0_DM,18,existing_credits_paid_duly,car_new,1216,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,3,car_other,23,none,rent,1,skilled_employee,1,yes_registered,yes,1
less_than_0_DM,45,no_credits_taken,business,11816,less_than_100_DM,greater_than_7_years,2,male_single,none,4,car_other,29,none,rent,2,skilled_employee,1,none,yes,1
0_to_200_DM,24,existing_credits_paid_duly,radio_tv,5084,unknown_no_savings,greater_than_7_years,2,female_divorced_separated_married,none,4,car_other,42,none,own,1,skilled_employee,1,yes_registered,yes,0
greater_than_200_DM,15,existing_credits_paid_duly,radio_tv,2327,less_than_100_DM,less_than_1_year,2,female_divorced_separated_married,none,3,real_estate,25,none,own,1,unskilled_resident,1,none,yes,1
less_than_0_DM,12,no_credits_taken,car_new,1082,less_than_100_DM,1_to_4_years,4,male_single,none,4,car_other,48,bank,own,2,skilled_employee,1,none,yes,1
no_checking_account,12,existing_credits_paid_duly,radio_tv,886,unknown_no_savings,1_to_4_years,4,female_divorced_separated_married,none,2,car_other,21,none,own,1,skilled_employee,1,none,yes,0
no_checking_account,4,existing_credits_paid_duly,furniture,601,less_than_100_DM,less_than_1_year,1,female_divorced_separated_married,none,3,real_estate,23,none,rent,1,unskilled_resident,2,none,yes,0
less_than_0_DM,24,critical_account,car_used,2957,less_than_100_DM,greater_than_7_years,4,male_single,none,4,savings_insurance,63,none,own,2,skilled_employee,1,yes_registered,yes,0
no_checking_account,24,critical_account,radio_tv,2611,less_than_100_DM,greater_than_7_years,4,male_married_widowed,co_applicant,3,real_estate,46,none,own,2,skilled_employee,1,none,yes,0
less_than_0_DM,36,existing_credits_paid_duly,furniture,5179,less_than_100_DM,4_to_7_years,4,male_single,none,2,savings_insurance,29,none,own,1,skilled_employee,1,none,yes,1
no_checking_account,21,delay_in_paying,car_used,2993,less_than_100_DM,1_to_4_years,3,male_single,none,2,real_estate,28,stores,own,2,unskilled_resident,1,none,yes,0
no_checking_account,18,existing_credits_paid_duly,repairs,1943,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,4,real_estate,23,none,own,1,skilled_employee,1,none,yes,1
no_checking_account,24,all_credits_paid_duly,business,1559,less_than_100_DM,4_to_7_years,4,male_single,none,4,car_other,50,bank,own,1,skilled_employee,1,yes_registered,yes,0
no_checking_account,18,existing_credits_paid_duly,furniture,3422,less_than_100_DM,greater_than_7_years,4,male_single,none,4,savings_insurance,47,bank,own,3,skilled_employee,2,yes_registered,yes,0
0_to_200_DM,21,existing_credits_paid_duly,furniture,3976,unknown_no_savings,4_to_7_years,2,male_single,none,3,car_other,35,none,own,1,skilled_employee,1,yes_registered,yes,0
no_checking_account,18,existing_credits_paid_duly,car_new,6761,unknown_no_savings,1_to_4_years,2,male_single,none,4,car_other,68,none,rent,2,skilled_employee,1,none,yes,1
no_checking_account,24,existing_credits_paid_duly,car_new,1249,less_than_100_DM,less_than_1_year,4,male_married_widowed,none,2,real_estate,28,none,own,1,skilled_employee,1,none,yes,0
less_than_0_DM,9,existing_credits_paid_duly,radio_tv,1364,less_than_100_DM,4_to_7_years,3,male_single,none,4,real_estate,59,none,own,1,skilled_employee,1,none,yes,0
less_than_0_DM,12,existing_credits_paid_duly,radio_tv,709,less_than_100_DM,greater_than_7_years,4,male_single,none,4,real_estate,57,stores,own,1,unskilled_resident,1,none,yes,1
less_than_0_DM,20,critical_account,car_new,2235,less_than_100_DM,1_to_4_years,4,male_married_widowed,guarantor,2,savings_insurance,33,bank,rent,2,skilled_employee,1,none,no,1
no_checking_account,24,critical_account,car_used,4042,unknown_no_savings,4_to_7_years,3,male_single,none,4,savings_insurance,43,none,own,2,skilled_employee,1,yes_registered,yes,0
no_checking_account,15,critical_account,radio_tv,1471,less_than_100_DM,1_to_4_years,4,male_single,none,4,unknown_no_property,35,none,for_free,2,skilled_employee,1,yes_registered,yes,0
less_than_0_DM,18,all_credits_paid_duly,car_new,1442,less_than_100_DM,4_to_7_years,4,male_single,none,4,unknown_no_property,32,none,for_free,2,unskilled_resident,2,none,yes,1
no_checking_account,36,delay_in_paying,car_new,10875,less_than_100_DM,greater_than_7_years,2,male_single,none,2,car_other,45,none,own,2,skilled_employee,2,yes_registered,yes,0
no_checking_account,24,existing_credits_paid_duly,car_new,1474,100_to_500_DM,less_than_1_year,4,male_married_widowed,none,3,real_estate,33,none,own,1,skilled_employee,1,yes_registered,yes,0
no_checking_account,10,existing_credits_paid_duly,retraining,894,unknown_no_savings,4_to_7_years,4,female_divorced_separated_married,none,3,savings_insurance,40,none,own,1,skilled_employee,1,yes_registered,yes,0
no_checking_account,15,critical_account,furniture,3343,less_than_100_DM,1_to_4_years,4,male_single,none,2,unknown_no_property,28,none,for_free,1,skilled_employee,1,yes_registered,yes,0
less_than_0_DM,15,existing_credits_paid_duly,car_new,3959,less_than_100_DM,1_to_4_years,3,female_divorced_separated_married,none,2,savings_insurance,29,none,own,1,skilled_employee,1,yes_registered,yes,1
no_checking_account,9,existing_credits_paid_duly,car_new,3577,100_to_500_DM,1_to_4_years,1,male_single,guarantor,2,real_estate,26,none,rent,1,skilled_employee,2,none,no,0
no_checking_account,24,critical_account,car_used,5804,greater_than_1000_DM,1_to_4_years,4,male_single,none,2,real_estate,27,none,own,2,skilled_employee,1,none,yes,0
no_checking_account,18,delay_in_paying,business,2169,less_than_100_DM,1_to_4_years,4,male_married_widowed,none,2,car_other,28,none,own,1,skilled_employee,1,yes_registered,yes,1
less_than_0_DM,24,existing_credits_paid_duly,radio_tv,2439,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,4,real_estate,35,none,own,1,skilled_employee,1,yes_registered,yes,1
no_checking_account,27,critical_account,furniture,4526,greater_than_1000_DM,less_than_1_year,4,male_single,none,2,real_estate,32,stores,own,2,unskilled_resident,2,yes_registered,yes,0
no_checking_account,10,existing_credits_paid_duly,furniture,2210,less_than_100_DM,1_to_4_years,2,male_single,none,2,real_estate,25,bank,rent,1,unskilled_resident,1,none,yes,1
no_checking_account,15,existing_credits_paid_duly,furniture,2221,500_to_1000_DM,1_to_4_years,2,female_divorced_separated_married,none,4,car_other,20,none,rent,1,skilled_employee,1,none,yes,0
less_than_0_DM,18,existing_credits_paid_duly,radio_tv,2389,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,1,car_other,27,stores,own,1,skilled_employee,1,none,yes,0
no_checking_account,12,critical_account,furniture,3331,less_than_100_DM,greater_than_7_years,2,male_single,none,4,savings_insurance,42,stores,own,1,skilled_employee,1,none,yes,0
no_checking_account,36,existing_credits_paid_duly,business,7409,unknown_no_savings,greater_than_7_years,3,male_single,none,2,savings_insurance,37,none,own,2,skilled_employee,1,none,yes,0
less_than_0_DM,12,existing_credits_paid_duly,furniture,652,less_than_100_DM,greater_than_7_years,4,female_divorced_separated_married,none,4,savings_insurance,24,none,rent,1,skilled_employee,1,none,yes,0
no_checking_account,36,delay_in_paying,furniture,7678,500_to_1000_DM,4_to_7_years,2,female_divorced_separated_married,none,4,car_other,40,none,own,2,skilled_employee,1,yes_registered,yes,0
greater_than_200_DM,6,critical_account,car_new,1343,less_than_100_DM,greater_than_7_years,1,male_single,none,4,real_estate,46,none,own,2,skilled_employee,2,none,no,0
less_than_0_DM,24,critical_account,business,1382,100_to_500_DM,4_to_7_years,4,male_single,none,1,real_estate,26,none,own,2,skilled_employee,1,yes_registered,yes,0
no_checking_account,15,existing_credits_paid_duly,domestic_appliances,874,unknown_no_savings,less_than_1_year,4,female_divorced_separated_married,none,1,real_estate,24,none,own,1,skilled_employee,1,none,yes,0
less_than_0_DM,12,existing_credits_paid_duly,furniture,3590,less_than_100_DM,1_to_4_years,2,male_single,co_applicant,2,savings_insurance,29,none,own,1,unskilled_resident,2,none,yes,0
0_to_200_DM,11,critical_account,car_new,1322,greater_than_1000_DM,1_to_4_years,4,female_divorced_separated_married,none,4,car_other,40,none,own,2,skilled_employee,1,none,yes,0
less_than_0_DM,18,all_credits_paid_duly,radio_tv,1940,less_than_100_DM,less_than_1_year,3,male_single,co_applicant,4,unknown_no_property,36,bank,for_free,1,management_self_employed,1,yes_registered,yes,0
no_checking_account,36,existing_credits_paid_duly,radio_tv,3595,less_than_100_DM,greater_than_7_years,4,male_single,none,2,car_other,28,none,own,1,skilled_employee,1,none,yes,0
less_than_0_DM,9,existing_credits_paid_duly,car_new,1422,less_than_100_DM,less_than_1_year,3,male_single,none,2,unknown_no_property,27,none,for_free,1,management_self_employed,1,yes_registered,yes,1
no_checking_account,30,critical_account,radio_tv,6742,unknown_no_savings,4_to_7_years,2,male_single,none,3,savings_insurance,36,none,own,2,skilled_employee,1,none,yes,0
no_checking_account,24,existing_credits_paid_duly,car_used,7814,less_than_100_DM,4_to_7_years,3,male_single,none,3,car_other,38,none,own,1,management_self_employed,1,yes_registered,yes,0
no_checking_account,24,existing_credits_paid_duly,car_used,9277,unknown_no_savings,1_to_4_years,2,male_divorced_separated,none,4,unknown_no_property,48,none,for_free,1,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,30,critical_account,car_new,2181,unknown_no_savings,greater_than_7_years,4,male_single,none,4,real_estate,36,none,own,2,skilled_employee,1,none,yes,0
no_checking_account,18,critical_account,radio_tv,1098,less_than_100_DM,unemployed,4,female_divorced_separated_married,none,4,car_other,65,none,own,2,unemployed_unskilled_non_resident,1,none,yes,0
0_to_200_DM,24,existing_credits_paid_duly,furniture,4057,less_than_100_DM,4_to_7_years,3,male_divorced_separated,none,3,car_other,43,none,own,1,skilled_employee,1,yes_registered,yes,1
less_than_0_DM,12,existing_credits_paid_duly,education,795,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,4,savings_insurance,53,none,own,1,skilled_employee,1,none,yes,1
0_to_200_DM,24,critical_account,business,2825,unknown_no_savings,4_to_7_years,4,male_single,none,3,unknown_no_property,34,none,own,2,skilled_employee,2,yes_registered,yes,0
0_to_200_DM,48,existing_credits_paid_duly,business,15672,less_than_100_DM,1_to_4_years,2,male_single,none,2,car_other,23,none,own,1,skilled_employee,1,yes_registered,yes,1
no_checking_account,36,critical_account,car_new,6614,less_than_100_DM,greater_than_7_years,4,male_single,none,4,car_other,34,none,own,2,management_self_employed,1,yes_registered,yes,0
no_checking_account,28,all_credits_paid_duly,car_used,7824,unknown_no_savings,less_than_1_year,3,male_single,guarantor,4,real_estate,40,bank,rent,2,skilled_employee,2,yes_registered,yes,0
less_than_0_DM,27,critical_account,business,2442,less_than_100_DM,greater_than_7_years,4,male_single,none,4,car_other,43,stores,own,4,management_self_employed,2,yes_registered,yes,0
no_checking_account,15,critical_account,radio_tv,1829,less_than_100_DM,greater_than_7_years,4,male_single,none,4,car_other,46,none,own,2,skilled_employee,1,yes_registered,yes,0
less_than_0_DM,12,critical_account,car_new,2171,less_than_100_DM,1_to_4_years,4,male_single,none,4,savings_insurance,38,bank,own,2,unskilled_resident,1,none,no,0
0_to_200_DM,36,critical_account,car_used,5800,less_than_100_DM,1_to_4_years,3,male_single,none,4,car_other,34,none,own,2,skilled_employee,1,yes_registered,yes,0
no_checking_account,18,critical_account,radio_tv,1169,unknown_no_savings,1_to_4_years,4,male_single,none,3,savings_insurance,29,none,own,2,skilled_employee,1,yes_registered,yes,0
no_checking_account,36,delay_in_paying,car_used,8947,unknown_no_savings,4_to_7_years,3,male_single,none,2,car_other,31,stores,own,1,management_self_employed,2,yes_registered,yes,0
less_than_0_DM,21,existing_credits_paid_duly,radio_tv,2606,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,4,savings_insurance,28,none,rent,1,management_self_employed,1,yes_registered,yes,0
no_checking_account,12,critical_account,furniture,1592,greater_than_1000_DM,4_to_7_years,3,female_divorced_separated_married,none,2,savings_insurance,35,none,own,1,skilled_employee,1,none,no,0
no_checking_account,15,existing_credits_paid_duly,furniture,2186,unknown_no_savings,4_to_7_years,1,female_divorced_separated_married,none,4,real_estate,33,bank,rent,1,unskilled_resident,1,none,yes,0
less_than_0_DM,18,existing_credits_paid_duly,furniture,4153,less_than_100_DM,1_to_4_years,2,male_single,co_applicant,3,car_other,42,none,own,1,skilled_employee,1,none,yes,1
less_than_0_DM,16,critical_account,car_new,2625,less_than_100_DM,greater_than_7_years,2,male_single,guarantor,4,savings_insurance,43,bank,rent,1,skilled_employee,1,yes_registered,yes,1
no_checking_account,20,critical_account,car_new,3485,unknown_no_savings,less_than_1_year,2,male_divorced_separated,none,4,real_estate,44,none,own,2,skilled_employee,1,yes_registered,yes,0
no_checking_account,36,critical_account,car_used,10477,unknown_no_savings,greater_than_7_years,2,male_single,none,4,unknown_no_property,42,none,for_free,2,skilled_employee,1,none,yes,0
no_checking_account,15,existing_credits_paid_duly,radio_tv,1386,unknown_no_savings,1_to_4_years,4,male_married_widowed,none,2,real_estate,40,none,rent,1,skilled_employee,1,yes_registered,yes,0
no_checking_account,24,existing_credits_paid_duly,radio_tv,1278,less_than_100_DM,greater_than_7_years,4,male_single,none,1,real_estate,36,none,own,1,management_self_employed,1,yes_registered,yes,0
less_than_0_DM,12,existing_credits_paid_duly,radio_tv,1107,less_than_100_DM,1_to_4_years,2,male_single,none,2,real_estate,20,none,rent,1,management_self_employed,2,yes_registered,yes,0
less_than_0_DM,21,existing_credits_paid_duly,car_new,3763,unknown_no_savings,4_to_7_years,2,male_single,co_applicant,2,real_estate,24,none,own,1,unskilled_resident,1,none,no,0
0_to_200_DM,36,existing_credits_paid_duly,education,3711,unknown_no_savings,1_to_4_years,2,male_married_widowed,none,2,car_other,27,none,own,1,skilled_employee,1,none,yes,0
no_checking_account,15,delay_in_paying,car_used,3594,less_than_100_DM,less_than_1_year,1,female_divorced_separated_married,none,2,savings_insurance,46,none,own,2,unskilled_resident,1,none,yes,0
0_to_200_DM,9,existing_credits_paid_duly,car_new,3195,unknown_no_savings,1_to_4_years,1,female_divorced_separated_married,none,2,real_estate,33,none,own,1,unskilled_resident,1,none,yes,0
